
 Lista de Imóveis da Caixa;;Data de geração:;12/12/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444414195915 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM SANTA INES III ;RUA ALBENZIO ROMANCINI, N. 681, Apto 04, BL A ;245.328,70;193.034,74;0.00;Apartamento, 112.87 de área total, 52.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414195915
 8555538183058 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM NOVA MICHIGAN ;ESTRADA DO MATO DENTRO, N. 1900, Apto 303, BL 04 VG 38 ;211.158,04;165.000,00;0.00;Apartamento, 100.44 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538183058
 8444428781382 ;SP ;SAO JOSE DOS CAMPOS ;RESIDENCIAL DOM BOSCO ;RUA BENEDITO ANTUNES DE MOURA, N. SN, QD M LT 63 PARTE K ;264.640,58;196.000,00;0.00;Casa, 52.26 de área total, 47.88 de área privativa, 189.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428781382
 8555538064709 ;SP ;SAO MANUEL ;PARQUE SANTA FILOMENA (APARECIDA DE SAO ;RUA JOSE JACINTO DE CAMARGO, N. 11, LT 01 QD 1 ;105.000,00;105.000,00;0.00;Casa, 51.37 de área total, 51.37 de área privativa, 242.70 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538064709
 1444407300670 ;SP ;SAO PAULO ;VILA PIRAJUSSARA ;RUA MIGUEL GONCALVES CORREIA, N. 458, LT 17A QD 11 GLEBA B ;410.547,53;815.000,00;49.63;Casa, 269.50 de área total, 269.50 de área privativa, 234.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), sacada, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407300670
 8787703220156 ;SP ;SAO PAULO ;JARDIM DA LARANJEIRA (ZONA LESTE) ;RUA PEDRA BRANCA DO AMAPARI, N. 1800, Apto 211, PAV 2, TORRE 3 ;100.181,53;195.000,00;48.63;Apartamento, 0.00 de área total, 49.58 de área privativa, 0.00 de área do terreno,  1 qto(s), 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703220156
 1444403590437 ;SP ;SAO PAULO ;CONJUNTO HABITACIONAL BARRO BRANCO II ;RUA ANDREAS CLAMER, N. 117, LT 07 QD 33-B ;189.194,42;367.095,80;48.47;Casa, 0.00 de área total, 204.99 de área privativa, 112.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444403590437
 8787713456489 ;SP ;SAO PAULO ;VILA NOVA CURUCA ;RUA OSORIO FRANCO VILHENA, N. 1260, Apto 605, TR A ;130.114,71;250.000,00;47.96;Apartamento, 0.00 de área total, 32.59 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713456489
 1444401991671 ;SP ;SAO PAULO ;JARDIM INGA ;RUA CLARA AURORA, N. S/N, QD G LT 17 ;298.207,16;550.485,00;45.83;Terreno, 0.00 de área total, 0.00 de área privativa, 260.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401991671
 8555538453489 ;SP ;SAO PAULO ;VILA ROSEIRA II ;RUA NOVENTA E CINCO, N. 275, Apto 31, PAV 3 BL 01 ;98.118,84;179.000,00;45.19;Apartamento, 0.00 de área total, 41.56 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538453489
 8787706945615 ;SP ;SAO PAULO ;JARDIM DA LARANJEIRA (ZONA LESTE) ;RUA PEDRA BRANCA DO AMAPARI, N. 16, Apto T05, TR 02 ;97.022,54;177.000,00;45.19;Apartamento, 0.00 de área total, 49.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706945615
 1444401215655 ;SP ;SAO PAULO ;JARDIM TIETE ;RUA PROFESSOR JOSE CAETANO DOS SANTOS MASCARENHAS, N. 142, SONRADO 01 ;33.701,91;61.000,00;44.76;Terreno, 0.00 de área total, 0.00 de área privativa, 36.51 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401215655
 10142652 ;SP ;SAO PAULO ;CIDADE MONCOES ;AVENIDA PADRE ANTONIO JOSE DOS SANTOS, N. 1167 ;927.686,88;1.665.000,00;44.29;Loja, 0.00 de área total, 184.50 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10142652
 1444406392792 ;SP ;SAO PAULO ;JARAGUA ;RUA JACINTO ESTIVAO, N. 45, QD L LT 22-B ;220.081,87;395.000,00;44.29;Casa, 0.00 de área total, 106.75 de área privativa, 140.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406392792
 1444408100233 ;SP ;SAO PAULO ;JARDIM TIRO AO POMBO ;RUA RUI DE MORAIS APOCALIPSE, N. 312, Apto 64, BL-21 EDIFICIO INHAMBU ;156.142,00;280.000,00;44.24;Apartamento, 0.00 de área total, 47.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408100233
 8555522324161 ;SP ;SAO PAULO ;VILA CHABILANDIA ;RUA CRUZ DO ESPIRITO SANTO, N. 1026, Apto 12, BL 08 ;81.018,46;145.000,00;44.13;Apartamento, 0.00 de área total, 39.57 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555522324161
 8787702262920 ;SP ;SAO PAULO ;SANTO AMARO ;RUA CARLOS MAGALHAES, N. 30, Apto 18, TORRE 4 ;185.344,66;331.639,14;44.12;Apartamento, 75.01 de área total, 40.61 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702262920
 8555532404028 ;SP ;SAO PAULO ;VILA LOURDES ;ESTRADA DOM JOAO NERY, N. 3823, Apto 43, BL 05 4º PAV ;88.948,45;158.000,00;43.71;Apartamento, 0.00 de área total, 38.72 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555532404028
 8444428796371 ;SP ;SAO PAULO ;JARDIM SOARES ;RUA CORREIA RIBEIRO, N. 138, Apto 11, 138 146 ;126.322,42;220.000,00;42.59;Apartamento, 0.00 de área total, 38.22 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428796371
 8787708918569 ;SP ;SAO PAULO ;PARAISO DO MORUMBI ;RUA 17 DE JANEIRO, N. 185, Apto 608, TORRE B ;140.768,80;242.000,00;41.84;Apartamento, 0.00 de área total, 24.00 de área privativa, 0.00 de área do terreno,  1 qto(s).;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708918569
 1444405402620 ;SP ;SAO PAULO ;CAMPO BELO ;RUA PROFESSORA HELOISA CARNEIRO, N. 337, 30º SUBDISTRITO DE IBIRAPUERA ;402.880,17;690.000,00;41.62;Casa, 0.00 de área total, 167.00 de área privativa, 161.25 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), DCE, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405402620
 1555533942491 ;SP ;SAO PAULO ;JARDIM DO DIVINO ;RUA MOREIRA NETO, N. 456, Apto 45, BL A ;201.440,08;345.000,00;41.62;Apartamento, 236.24 de área total, 104.58 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555533942491
 8555539162011 ;SP ;SAO PAULO ;VILA CONCEICAO ;RUA ORMINDA PINTO, N. 80, Apto 01, TR III ;128.468,08;218.000,00;41.07;Apartamento, 0.00 de área total, 48.88 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539162011
 8787708816316 ;SP ;SAO PAULO ;JARDIM SAO SAVERIO ;AVENIDA DOS OURIVES, N. 1103, Apto 07, BL 2 PAV TÉRREO ;123.753,66;210.000,00;41.07;Apartamento, 0.00 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708816316
 1444413982745 ;SP ;SAO PAULO ;VILA ANDRADE ;RUA MANOEL ANTONIO PINTO, N. 470, Apto 102, 10 ANDAR ;237.221,12;402.400,00;41.05;Apartamento, 314.80 de área total, 177.79 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 2 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444413982745
 8444420917293 ;SP ;SAO PAULO ;VILA MATILDE ;RUA MUCUREPE, N. 241, Apto 54, 3º PAV ;139.715,22;237.000,00;41.05;Apartamento, 0.00 de área total, 46.92 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420917293
 8555520076969 ;SP ;SAO PAULO ;VILA MATILDE ;RUA AVELADA, N. 87, Apto 102, BL 01 ;108.444,81;183.000,00;40.75;Apartamento, 83.08 de área total, 43.64 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555520076969
 8555535834767 ;SP ;SAO PAULO ;GUAIANAZES ;RUA AGRIMENSOR SUGAYA, N. 1255, Apto 23, TORRE 09 ;107.852,22;182.000,00;40.75;Apartamento, 83.69 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535834767
 8555537455798 ;SP ;SAO PAULO ;CIDADE POPULAR ;RUA RAPOSO DA FONSECA, N. 1044, Apto 22, BL 04 ;105.481,84;178.000,00;40.75;Apartamento, 81.70 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537455798
 8555537628625 ;SP ;SAO PAULO ;CIDADE POPULAR ;RUA RAPOSO DA FONSECA, N. 1044, Apto 34, 3º PAVIMENTO - BLOCO 04 ;103.704,06;175.000,00;40.75;Apartamento, 0.00 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537628625
 8787702508121 ;SP ;SAO PAULO ;JARDIM DAS OLIVEIRAS ;RUA CARMINE MONETTI, N. 1280, Apto 04, BLOCO 06 ;99.081,82;167.200,00;40.75;Apartamento, 0.00 de área total, 38.72 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702508121
 8787709093288 ;SP ;SAO PAULO ;GUAIANAZES ;RUA JUA MIRIM, N. 350, Apto 203, TR B ;94.815,14;160.000,00;40.75;Apartamento, 50.02 de área total, 35.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709093288
 8787709142440 ;SP ;SAO PAULO ;VILA COSMOPOLITA ;RUA CARMEM SILVA, N. 55, Apto 106, TORRE 01 ;100.148,49;169.000,00;40.75;Apartamento, 60.35 de área total, 36.73 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709142440
 8787710395160 ;SP ;SAO PAULO ;GUAIANAZES ;RUA HIROVO KAMINOBO, N. 980, Apto 44, 4º PAVIMENTO, BL 01 ;105.481,84;178.000,00;40.75;Apartamento, 88.43 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710395160
 1444413874888 ;SP ;SAO PAULO ;JARDIM PAULISTA ;AVENIDA NOVE DE JULHO, N. 3147, Apto 51, 5º ANDAR ;1.012.068,33;1.700.000,00;40.47;Comercial, 0.00 de área total, 169.36 de área privativa, 336.17 de área do terreno, 3 lavabo(s), 4 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444413874888
 1600000162306 ;SP ;SAO PAULO ;ALTO DA MOOCA ;RUA URBANO DO COUTO, N. 164, . ;1.402.012,31;2.355.000,00;40.47;Casa, 0.00 de área total, 43.12 de área privativa, 211.49 de área do terreno,  3 qto(s), WC, WC Emp, 5 sala(s), 1 lavabo(s), DCE, cozinha, 4 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1600000162306
 8787715295008 ;SP ;SAO PAULO ;CAPELA DO SOCORRO ;RUA FERREIRA VIANA, N. 715, Apto 109, 01 PAV TR D ;165.965,13;278.000,00;40.31;Apartamento, 80.25 de área total, 32.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715295008
 8444402452829 ;SP ;SAO PAULO ;JARDIM BRASILIA (ZONA NORTE) ;RUA ELISEU REINALDO MORAES VIEIRA, N. 4670, Apto B033, BL B03 LT B QD 02 ;113.012,95;189.000,00;40.21;Apartamento, 51.37 de área total, 45.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402452829
 8287900000432 ;SP ;SAO PAULO ;BARRA FUNDA ;RUA DAS PERDIZES, N. 55, Apto 42,  4º ANDAR ;277.617,65;462.696,09;40.01;Apartamento, 0.00 de área total, 114.55 de área privativa, 0.00 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8287900000432
 1444414833794 ;SP ;SAO PAULO ;VILA ISOLINA MAZZEI ;RUA ESMERALDINO CAVALCANTI TORRES, N. 34, ;540.000,00;900.000,00;40.00;Casa, 0.00 de área total, 166.51 de área privativa, 182.62 de área do terreno, 4 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414833794
 1555508427279 ;SP ;SAO PAULO ;CAMPININHA ;RUA PROFESSOR GUILHERME BELFORT SABINO, N. 1524, Apto 72, TORRE 01 ;350.711,21;584.518,69;40.00;Apartamento, 163.15 de área total, 74.60 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555508427279
 8555506826514 ;SP ;SAO PAULO ;IPIRANGA ;RUA AGOSTINHO GOMES, N. 851, Apto 42, BL B ;180.000,00;300.000,00;40.00;Apartamento, 0.00 de área total, 37.72 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555506826514
 8555528324627 ;SP ;SAO PAULO ;SANTA ETELVINA ;RUA SANTA ADELAIDE, N. 155, Apto 86, TORRE A ;141.525,56;235.875,94;40.00;Apartamento, 83.78 de área total, 48.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555528324627
 8787709391360 ;SP ;SAO PAULO ;JARDIM DA LARANJEIRA (ZONA LESTE) ;RUA AURORA DO TOCANTINS, N. 311, Apto 14, TORRE 02 ;120.600,00;201.000,00;40.00;Apartamento, 74.18 de área total, 49.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709391360
 8787710383227 ;SP ;SAO PAULO ;CHACARA MARIA TRINDADE ;RUA ENEAS CAMARGO, N. 388, Apto 01, BL 04 TÉRREO ;120.000,00;200.000,00;40.00;Apartamento, 69.06 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710383227
 8787710464286 ;SP ;SAO PAULO ;JARDIM DA LARANJEIRA (ZONA LESTE) ;RUA AURORA DO TOCANTINS, N. 453, Apto 303, HIS ;105.600,00;176.000,00;40.00;Apartamento, 104.91 de área total, 49.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710464286
 8787710810281 ;SP ;SAO PAULO ;AGUA BRANCA ;RUA FAUSTOLO, N. 974, Apto 809, HIS-2 ;139.200,00;232.000,00;40.00;Apartamento, 33.65 de área total, 24.64 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710810281
 8787710959773 ;SP ;SAO PAULO ;CHACARA MARIA TRINDADE ;RUA ENEAS CAMARGO, N. 388, Apto 23, BL 04 ;119.400,00;199.000,00;40.00;Apartamento, 66.80 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710959773
 8787711451749 ;SP ;SAO PAULO ;JARDIM HELIAN ;AVENIDA ADRIANO BERTOZZI, N. 700, Apto 05, BL 02 PNE TÉRREO ;129.600,00;216.000,00;40.00;Apartamento, 82.83 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711451749
 8787712118709 ;SP ;SAO PAULO ;VILA LOURDES ;PRACA AMIANTO, N. 30, Apto 108, BL 3 MODULO II ;114.000,00;190.000,00;40.00;Apartamento, 78.17 de área total, 44.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712118709
 8787717799224 ;SP ;SAO PAULO ;PARADA XV DE NOVEMBRO ;RUA GOIATA, N. 232, Apto 808, TORRE 02 ;159.000,00;265.000,00;40.00;Apartamento, 58.37 de área total, 41.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717799224
 8787709725233 ;SP ;SAO PAULO ;GLEBA DO PESSEGO ;RUA SHO YOSHIOKA, N. 511, Apto 806, TORRE 02 ;129.423,83;215.000,00;39.81;Apartamento, 65.24 de área total, 44.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709725233
 1444400347299 ;SP ;SAO PAULO ;JARDIM TIETE ;RUA PROFESSOR JOSE CAETANO DOS SANTOS MASCARENHAS, N. 142, SOBRADO 05 ;76.139,65;126.000,00;39.58;Casa, 0.00 de área total, 66.93 de área privativa, 106.86 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444400347299
 8444417775181 ;SP ;SAO PAULO ;PARADA XV DE NOVEMBRO ;RUA JERIBATUBA, N. 471, Apto 41, 4º ANDAR ;141.432,76;234.000,00;39.56;Apartamento, 74.91 de área total, 44.52 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417775181
 8444420865188 ;SP ;SAO PAULO ;JARDIM MIRIAM ;RUA MANUEL ALVARES PIMENTEL, N. 629, CASA 92 ;135.388,62;224.000,00;39.56;Casa, 88.97 de área total, 50.69 de área privativa, 30.60 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420865188
 8444432386077 ;SP ;SAO PAULO ;ITAQUERA ;RUA PINHEIRO PRETO, N. 206, Apto 33, ;113.025,32;187.000,00;39.56;Apartamento, 43.28 de área total, 24.13 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432386077
 8555530641413 ;SP ;SAO PAULO ;JARDIM SANTA TEREZINHA (ZONA LESTE) ;RUA CATULE, N. 101, Apto 4, PAV TERREO, BL 11 ;122.895,99;203.330,98;39.56;Apartamento, 65.19 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555530641413
 8555534273290 ;SP ;SAO PAULO ;DISTRITO DE JARAGUÁ ;AVENIDA ALEXIOS JAFET, N. 595, Apto 41, T 05 ;119.673,87;198.000,00;39.56;Apartamento, 83.82 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534273290
 8555536386334 ;SP ;SAO PAULO ;DIST DE GUAIANASES ;RUA CUSTODIO PAIVA, N. 205, Apto 01, BL 07 ;111.816,50;185.000,00;39.56;Apartamento, 61.72 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536386334
 8555537894970 ;SP ;SAO PAULO ;VILA NOVA PARADA ;AVENIDA DOUTOR JOSE MANIERO, N. 225, Apto 41, T 12 ;117.860,63;195.000,00;39.56;Apartamento, 87.08 de área total, 45.62 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537894970
 8555538537445 ;SP ;SAO PAULO ;VILA ROSEIRA II ;RUA NOVENTA E CINCO, N. 275, Apto 22, 2 PAVIMENTO DO BL 1 DISTRITO GUAIANAZE ;130.553,32;216.000,00;39.56;Apartamento, 40.19 de área total, 40.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538537445
 8555538580294 ;SP ;SAO PAULO ;JARDIM BOA VISTA (ZONA OESTE) ;RUA KENKITI SHIMOMOTO, N. 1500, Apto 01, BL 04 ;117.860,63;195.000,00;39.56;Apartamento, 69.77 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538580294
 8555539170316 ;SP ;SAO PAULO ;VILA COSMOPOLITA ;RUA SANTANA DO RIO PRETO, N. 440, Apto 204, 2º PAV BL 02 VAGA 28 ;137.806,28;228.000,00;39.56;Apartamento, 92.36 de área total, 44.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539170316
 8787701468932 ;SP ;SAO PAULO ;JARDIM DAS OLIVEIRAS ;RUA CARMINE MONETTI, N. 1280, Apto 22, 2º PAVIMENTO, BLOCO 02 ;116.047,39;192.000,00;39.56;Apartamento, 63.41 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701468932
 8787702224387 ;SP ;SAO PAULO ;PARQUE PANAMERICANO ;ESTRADA DO CORREDOR, N. 73, Apto 41, BL 10 ;139.015,11;230.000,00;39.56;Apartamento, 68.81 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702224387
