
 Lista de Imóveis da Caixa;;Data de geração:;12/12/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8787702447599 ;SP ;SAO PAULO ;JARAGUA ;AVENIDA DOUTOR JOSE MANIERO, N. 85, Apto 32, PV 3 TER 10 ;125.113,59;207.000,00;39.56;Apartamento, 89.38 de área total, 45.62 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702447599
 8787702695118 ;SP ;SAO PAULO ;GUAIANAZES ;RUA BENTO SOARES MOTA, N. 65, Apto 61, BL 03 ;117.860,63;195.000,00;39.56;Apartamento, 63.03 de área total, 41.59 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702695118
 8787702759914 ;SP ;SAO PAULO ;GUAIANAZES ;RUA BENTO SOARES MOTA, N. 65, Apto 85, BL 02 ;129.344,49;214.000,00;39.56;Apartamento, 63.03 de área total, 41.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702759914
 8787705017587 ;SP ;SAO PAULO ;VILA SILVIA ;RUA LAGOA DE DENTRO, N. 170, Apto 146, TRB ;123.904,77;205.000,00;39.56;Apartamento, 49.50 de área total, 41.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705017587
 8787705284941 ;SP ;SAO PAULO ;JARDIM DAS OLIVEIRAS ;RUA JOSE GINES, N. 295, Apto 32, BL 01 ;123.904,77;205.000,00;39.56;Apartamento, 59.67 de área total, 40.20 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705284941
 8787705718810 ;SP ;SAO PAULO ;JARDIM DO LAGO ;RUA SANTA AMELIA, N. 141, Apto 07, BLOCO 5 ;126.926,84;210.000,00;39.56;Apartamento, 60.40 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705718810
 8787705969782 ;SP ;SAO PAULO ;JARDIM DO LAGO ;RUA SANTA AMELIA, N. 141, Apto 03, BL 04 ;120.882,70;200.000,00;39.56;Apartamento, 60.40 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705969782
 8787706039690 ;SP ;SAO PAULO ;ITAIM PAULISTA ;RUA JOSE GINES, N. 295, Apto 46, BL 03 JD DAS OLIVEIRAS ;132.970,97;220.000,00;39.56;Apartamento, 59.67 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706039690
 8787706338328 ;SP ;SAO PAULO ;PARQUE NACOES UNIDAS ;RUA SAVERIO VALENTE, N. 635, Apto 81, BL 05 ;120.882,70;200.000,00;39.56;Apartamento, 69.24 de área total, 41.56 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s).;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706338328
 8787706586623 ;SP ;SAO PAULO ;JARDIM BOA VISTA (ZONA OESTE) ;RUA KENKITI SHIMOMOTO, N. 1300, Apto 22, BL 01 ;114.838,57;190.000,00;39.56;Apartamento, 64.75 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706586623
 8787706716233 ;SP ;SAO PAULO ;AMERICANOPOLIS ;RUA MARCO GAGLIANO, N. 55, Apto 1501, 29º SUBDISTRITO SANTO AMARO ;135.993,04;225.000,00;39.56;Apartamento, 74.33 de área total, 42.65 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706716233
 8787706976987 ;SP ;SAO PAULO ;CONJUNTO HABITACIONAL SANTA ETELVINA III ;RUA ARROIO SARANDI, N. 65, Apto 57, PAV 05 BL 02 ;135.993,04;225.000,00;39.56;Apartamento, 58.55 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706976987
 8787707110258 ;SP ;SAO PAULO ;CANGAIBA ;AVENIDA CANGAIBA, N. 3734, Apto 301, 3 PAVIMENTO DA TORRE B ;135.993,04;225.000,00;39.56;Apartamento, 44.92 de área total, 33.36 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707110258
 8787707402135 ;SP ;SAO PAULO ;JARDIM BOA VISTA (ZONA OESTE) ;RUA KENKITI SHIMOMOTO, N. SN, Apto 45,  BL 01 ;134.179,80;222.000,00;39.56;Apartamento, 66.94 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707402135
 8787707433669 ;SP ;SAO PAULO ;PARQUE DOM JOAO NERI ;RUA ADERVAL ALVES RODRIGUES, N. 41, Apto 308, 3° PAVIMENTO ;117.860,63;195.000,00;39.56;Apartamento, 66.37 de área total, 41.03 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707433669
 8787707759548 ;SP ;SAO PAULO ;ITAQUERA ;RUA NEBULOSAS, N. 680, Apto 703, ;140.828,35;233.000,00;39.56;Apartamento, 81.70 de área total, 40.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707759548
 8787707948260 ;SP ;SAO PAULO ;VILA ZAT ;RUA PORTO DE PALOS, N. 31, Apto 138, TORRE A ;132.970,97;220.000,00;39.56;Apartamento, 54.16 de área total, 40.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707948260
 8787708206194 ;SP ;SAO PAULO ;JARDIM DO LAGO ;RUA SANTA AMELIA, N. 190, Apto 22, BL 01 ;123.904,77;205.000,00;39.56;Apartamento, 67.82 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708206194
 8787708354800 ;SP ;SAO PAULO ;CHACARA BUSSOCABA ;RUA SANTA AMELIA, N. 190, Apto 45, BL 4 13º SUBDISTRITO BUTANTÃ ;126.926,84;210.000,00;39.56;Apartamento, 50.12 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708354800
 8787708367473 ;SP ;SAO PAULO ;JARDIM AURORA (ZONA LESTE) ;AVENIDA NORDESTINA, N. 2780, Apto 106, 1º ANDAR, TORRE 1 ;135.993,04;225.000,00;39.56;Apartamento, 53.49 de área total, 35.51 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708367473
 8787708517831 ;SP ;SAO PAULO ;SÃO MIGUEL PAULISTA ;AVENIDA NORDESTINA, N. 2780, Apto 208, TORRE 02 ;128.135,66;212.000,00;39.56;Apartamento, 61.69 de área total, 40.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708517831
 8787708676816 ;SP ;SAO PAULO ;JARDIM DO LAGO ;RUA EMILIA PILON, N. 47, Apto 33, PAV 3 BL 2 ;123.300,35;204.000,00;39.56;Apartamento, 70.05 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708676816
 8787708774567 ;SP ;SAO PAULO ;COLONIA (ZONA LESTE) ;RUA AGRIMENSOR SUGAYA, N. 1200, Apto 08, BLOCO 02 ;129.948,90;215.000,00;39.56;Apartamento, 65.31 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708774567
 8787708774630 ;SP ;SAO PAULO ;JARDIM RECANTO VERDE ;RUA BARAO CARLOS DE SOUSA ANHUMAS, N. 380, Apto 31, BLOCO 09 ;121.487,11;201.000,00;39.56;Apartamento, 78.07 de área total, 38.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708774630
 8787708775466 ;SP ;SAO PAULO ;JARDIM RECANTO VERDE ;RUA BARAO CARLOS DE SOUSA ANHUMAS, N. 380, Apto 43, BL 09 ;140.828,35;233.000,00;39.56;Apartamento, 78.07 de área total, 38.69 de área privativa, 0.00 de área do terreno,  2 qto(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708775466
 8787708802064 ;SP ;SAO PAULO ;CIDADE NOVA SAO MIGUEL ;AVENIDA NORDESTINA, N. 2780, Apto 2002, BL 01 ;131.459,94;217.500,00;39.56;Apartamento, 57.09 de área total, 37.90 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708802064
 8787708812906 ;SP ;SAO PAULO ;SÃO MIGUEL PAULISTA ;AVENIDA NORDESTINA, N. 2780, Apto 510, TORRE 01 ;120.882,70;200.000,00;39.56;Apartamento, 52.98 de área total, 35.17 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708812906
 8787708848552 ;SP ;SAO PAULO ;SÃO MIGUEL PAULISTA ;AVENIDA NORDESTINA, N. 2780, Apto 1501, TORRE 01 ;130.553,32;216.000,00;39.56;Apartamento, 52.98 de área total, 35.17 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708848552
 8787708876998 ;SP ;SAO PAULO ;COLONIA (ZONA LESTE) ;RUA AGRIMENSOR SUGAYA, N. S/N, Apto 107, BL 03 ;132.970,97;220.000,00;39.56;Apartamento, 63.17 de área total, 48.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708876998
 8787708997213 ;SP ;SAO PAULO ;JARDIM AURORA (ZONA LESTE) ;AVENIDA NORDESTINA, N. 2780, Apto 101, TR 1 ;123.904,77;205.000,00;39.56;Apartamento, 52.98 de área total, 35.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708997213
 8787709030812 ;SP ;SAO PAULO ;SÃO MIGUEL PAULISTA ;AVENIDA NORDESTINA, N. 2780, Apto 806, TORRE 02 ;129.344,49;214.000,00;39.56;Apartamento, 60.24 de área total, 39.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709030812
 8787709097933 ;SP ;SAO PAULO ;JARDIM DA LARANJEIRA (ZONA LESTE) ;RUA AURORA DO TOCANTINS, N. 237, Apto A05, PAV -1, TORRE 1 ;116.047,39;192.000,00;39.56;Apartamento, 57.25 de área total, 49.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709097933
 8787709171602 ;SP ;SAO PAULO ;JARDIM DO LAGO ;RUA SANTA AMELIA, N. 190, Apto 78, BL 02 ;112.420,91;186.000,00;39.56;Apartamento, 70.12 de área total, 41.56 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709171602
 8787709187061 ;SP ;SAO PAULO ;CIDADE SATELITE SANTA BARBARA ;RUA DAS ESTRELAS, N. 998, Apto 801, TORRE A, NO DISTRITO DE ITAQUERA ;132.970,97;220.000,00;39.56;Apartamento, 75.66 de área total, 35.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709187061
 8787709190259 ;SP ;SAO PAULO ;DIST DE SAO MIGUEL P ;AVENIDA NORDESTINA, N. 2780, Apto 1706, TORRE 02 ;129.948,90;215.000,00;39.56;Apartamento, 62.39 de área total, 39.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709190259
 8787709246181 ;SP ;SAO PAULO ;JARDIM DO LAGO ;R EMILIA PILON, N. 47, Apto 36, BL 2 ;125.718,01;208.000,00;39.56;Apartamento, 70.05 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709246181
 8787709278598 ;SP ;SAO PAULO ;VILA CARMOSINA ;RUA VICTORIO SANTIM, N. 2776, Apto 106, TORRE B PAV 01 ;127.768,58;211.392,67;39.56;Apartamento, 47.48 de área total, 32.75 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709278598
 8787709351627 ;SP ;SAO PAULO ;GUAIANAZES ;RUA AURORA DO TOCANTINS, N. 311, Apto 408, TORRE 02 ;118.465,05;196.000,00;39.56;Apartamento, 74.17 de área total, 49.58 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709351627
 8787709674647 ;SP ;SAO PAULO ;COLONIA (ZONA LESTE) ;RUA TOMOICHI SHIMIZU, N. 380, Apto 502, TORRE 03 VG 352 ;121.487,11;201.000,00;39.56;Apartamento, 77.81 de área total, 43.13 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709674647
 8787709891460 ;SP ;SAO PAULO ;JARDIM AURORA (ZONA LESTE) ;AVENIDA NORDESTINA, N. 2800, Apto 608, TR 2 ;135.993,04;225.000,00;39.56;Apartamento, 58.41 de área total, 40.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709891460
 8787710068860 ;SP ;SAO PAULO ;GUAIANAZES ;RUA SALVADOR GIANETTI, N. 498, Apto 02, BL 2 PAVIMENTO TERREO DO SUBCOND 2 ;139.015,11;230.000,00;39.56;Apartamento, 62.32 de área total, 42.38 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710068860
 8787710406634 ;SP ;SAO PAULO ;SÃO MIGUEL PAULISTA ;AVENIDA NORDESTINA, N. 2800, Apto 407, TORRE 02 ;132.970,97;220.000,00;39.56;Apartamento, 56.73 de área total, 39.77 de área privativa, 0.00 de área do terreno,  2 qto(s).;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710406634
 8787710437165 ;SP ;SAO PAULO ;JARDIM REMO ;RUA VICENTE CARDUCHO, N. 249, Apto 142, BL 03 ;139.015,11;230.000,00;39.56;Apartamento, 74.13 de área total, 42.10 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710437165
 8787710491291 ;SP ;SAO PAULO ;SÃO MIGUEL PAULISTA ;AVENIDA NORDESTINA, N. 2780, Apto 1711, TORRE 01 ;128.135,66;212.000,00;39.56;Apartamento, 0.00 de área total, 35.51 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710491291
 8787710541434 ;SP ;SAO PAULO ;GUAIANAZES ;RUA JUA MIRIM, N. 350, Apto 1011, 10 PAVIMENTO TORRE A ;117.860,63;195.000,00;39.56;Apartamento, 0.00 de área total, 34.93 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710541434
 8787710723168 ;SP ;SAO PAULO ;JARDIM DO LAGO ;RUA SANTA AMELIA, N. 190, Apto 34, 3º PAVIMENTO, BL 02 ;126.926,84;210.000,00;39.56;Apartamento, 70.12 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710723168
 8787710737576 ;SP ;SAO PAULO ;VILA SANTOS ;RUA ITAMBU, N. 118, Apto 46,  BL 02 ;122.091,53;202.000,00;39.56;Apartamento, 63.35 de área total, 42.12 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710737576
 8787710738211 ;SP ;SAO PAULO ;CHACARA MARIA TRINDADE ;RUA ENEAS CAMARGO, N. 388, Apto 28, BL 3 ;118.465,05;196.000,00;39.56;Apartamento, 69.06 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710738211
 8787710856095 ;SP ;SAO PAULO ;ITAQUERA ;RUA VICTORIO SANTIM, N. 2115, Apto 17, ;141.432,76;234.000,00;39.56;Apartamento, 54.10 de área total, 37.74 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710856095
 8787710906181 ;SP ;SAO PAULO ;GUAIANASES ;RUA ADERVAL ALVES RODRIGUES, N. 41, Apto 0802, ;126.926,84;210.000,00;39.56;Apartamento, 66.37 de área total, 41.03 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710906181
 8787711042393 ;SP ;SAO PAULO ;JARDIM GILDA MARIA ;RUA MARIO REGALLO PEREIRA, N. 128, Apto 47, BL 5 ;128.740,08;213.000,00;39.56;Apartamento, 59.69 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711042393
 8787711043519 ;SP ;SAO PAULO ;JARDIM GILDA MARIA ;RUA MARIO REGALLO PEREIRA, N. 128, Apto 28, BL 05 SUBCOND 02 ;123.300,35;204.000,00;39.56;Apartamento, 61.70 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711043519
 8787711355774 ;SP ;SAO PAULO ;GUAIANAZES ;RUA JUA MIRIM, N. 350, Apto 1306, TORRE A ;126.322,42;209.000,00;39.56;Apartamento, 0.00 de área total, 35.33 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711355774
 8787711521836 ;SP ;SAO PAULO ;GUAIANAZES ;AVENIDA NAGIB FARAH MALUF, N. 2100, Apto 910, TORRE 02 ;128.740,08;213.000,00;39.56;Apartamento, 34.47 de área total, 26.43 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711521836
 8787711530320 ;SP ;SAO PAULO ;VILA NOVA DAS BELEZAS ;RUA VILAR DE FIGOS, N. 11, Apto 706, ;123.904,77;205.000,00;39.56;Apartamento, 228.56 de área total, 24.41 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711530320
 8787711612963 ;SP ;SAO PAULO ;VILA TAQUARI ;AVENIDA PIRES DO RIO, N. 4711, Apto 805, TORRE C ;140.828,35;233.000,00;39.56;Apartamento, 51.99 de área total, 37.04 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711612963
 8787711631739 ;SP ;SAO PAULO ;VILA NOVA CURUCA ;RUA OSORIO FRANCO VILHENA, N. 1260, Apto 901, TORRE A ;126.926,84;210.000,00;39.56;Apartamento, 34.00 de área total, 32.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711631739
 8787711716572 ;SP ;SAO PAULO ;GUAIANAZES ;AVENIDA NAGIB FARAH MALUF, N. 2100, Apto 812, TORRE 02 ;128.740,08;213.000,00;39.56;Apartamento, 34.47 de área total, 26.43 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711716572
 8787711767541 ;SP ;SAO PAULO ;JARDIM HELIAN ;AVENIDA ADRIANO BERTOZZI, N. 700, Apto 06, BL 04 ;120.882,70;200.000,00;39.56;Apartamento, 80.11 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711767541
 8787711843892 ;SP ;SAO PAULO ;JARAGUA ;AVENIDA DOUTOR FELIPE PINEL, N. 3581, Apto 312, TORRE B ;120.882,70;200.000,00;39.56;Apartamento, 41.10 de área total, 32.57 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711843892
 8787711992693 ;SP ;SAO PAULO ;GUAIANAZES ;RUA SALVADOR GIANETTI, N. 201, Apto 11, 1º PAV, TORRE 4 ;111.816,50;185.000,00;39.56;Apartamento, 46.09 de área total, 24.56 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711992693
 8787712041447 ;SP ;SAO PAULO ;VILA NOVA CURUCA ;RUA OSORIO FRANCO VILHENA, N. 1193, Apto 502, ;124.848,12;206.560,77;39.56;Apartamento, 41.01 de área total, 32.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712041447
 8787712088460 ;SP ;SAO PAULO ;PARQUE SAO LOURENCO ;RUA FORTE DA RIBEIRA, N. 250, Apto 01, BL 05 ;132.608,32;219.400,00;39.56;Apartamento, 61.28 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712088460
